,duration,gross,num_voted_users,cast_total_facebook_likes,budget,imdb_score
520,110.0,66462600.0,141533,4714,78000000.0,4-6
521,98.0,368049635.0,286877,11905,76000000.0,7-9
522,154.0,306124059.0,430055,16785,75000000.0,4-6
523,129.0,229074524.0,278362,1635,73000000.0,4-6
524,86.0,193136719.0,266636,1777,75000000.0,7-9
525,109.0,35286428.0,361767,16479,76000000.0,4-6
526,104.0,157299717.0,452928,21397,75000000.0,4-6
527,110.0,134568845.0,299852,25763,75000000.0,4-6
528,136.0,134006721.0,259492,15999,75000000.0,4-6
529,115.0,195329763.0,194249,1815,80000000.0,4-6
530,99.0,120776832.0,266103,12952,75000000.0,4-6
531,117.0,118823091.0,98693,1673,75000000.0,4-6
532,125.0,41814863.0,28635,1970,50000000.0,4-6
533,110.0,97360069.0,36491,5320,75000000.0,4-6
534,125.0,117698894.0,447979,13312,75000000.0,4-6
535,102.0,162001186.0,181443,28497,80000000.0,4-6
536,128.0,77032279.0,303864,16199,60000000.0,4-6
538,100.0,73023275.0,16271,5174,35000000.0,4-6
539,124.0,68473360.0,49536,3424,75000000.0,4-6
540,102.0,66636385.0,88451,60646,75000000.0,4-6
541,90.0,160762022.0,132415,63165,75000000.0,4-6
542,130.0,103338338.0,55901,2856,70000000.0,4-6
544,118.0,55808744.0,59435,15889,53000000.0,4-6
545,163.0,47379090.0,176936,2529,70000000.0,7-9
546,142.0,43426961.0,93494,16580,70000000.0,4-6
547,100.0,47000485.0,72867,25206,75000000.0,4-6
548,116.0,45434443.0,175960,15735,75000000.0,7-9
549,131.0,42044321.0,65668,12522,80000000.0,7-9
550,91.0,73661010.0,71137,17299,75000000.0,7-9
551,123.0,41523271.0,57038,13934,80000000.0,4-6
552,134.0,37600435.0,55350,1695,55000000.0,4-6
553,148.0,39251128.0,31080,804,75000000.0,7-9
554,110.0,83503161.0,138190,16691,75000000.0,4-6
555,113.0,34636443.0,93790,103354,52000000.0,4-6
556,94.0,22751979.0,52244,15857,75000000.0,4-6
557,116.0,30013346.0,31293,14028,75000000.0,7-9
558,99.0,14567883.0,44248,2542,75000000.0,7-9
560,93.0,5409517.0,14280,5580,75000000.0,4-6
561,113.0,21009180.0,45815,4397,45000000.0,4-6
562,106.0,94999143.0,245152,33645,75000000.0,4-6
563,91.0,336029560.0,142403,13616,74000000.0,7-9
564,128.0,36381716.0,197584,7067,82000000.0,4-6
565,98.0,55585389.0,64121,15269,69000000.0,4-6
566,134.0,36976367.0,81611,1044,75000000.0,7-9
567,97.0,107225164.0,27130,24350,73000000.0,4-6
568,112.0,70224196.0,59352,13827,70000000.0,4-6
569,153.0,51814190.0,100837,11852,75000000.0,4-6
570,110.0,47456450.0,101386,5187,70000000.0,4-6
571,122.0,148213377.0,130776,12410,73000000.0,4-6
572,87.0,112950721.0,33884,3287,72000000.0,7-9
573,178.0,75600000.0,736638,1976,72000000.0,4-6
574,125.0,62647540.0,143525,15850,70000000.0,4-6
575,87.0,183132370.0,259083,3086,75000000.0,4-6
576,152.0,27796042.0,45031,4310,72000000.0,7-9
577,116.0,32616869.0,34435,14780,72000000.0,4-6
578,109.0,18947630.0,11798,55,59660000.0,7-9
579,108.0,114195633.0,193770,7273,60000000.0,4-6
580,85.0,144156464.0,74343,4166,71500000.0,7-9
581,106.0,227965690.0,271592,1675,72000000.0,4-6
582,93.0,436471036.0,314630,1148,150000000.0,4-6
583,117.0,244052771.0,263853,4905,120000000.0,4-6
584,116.0,152149590.0,74274,12790,70000000.0,7-9
585,132.0,141204016.0,142569,14790,70000000.0,7-9
586,92.0,162495848.0,34359,5217,74000000.0,4-6
587,139.0,136448821.0,98989,3667,80000000.0,4-6
588,153.0,120523073.0,885175,36741,75000000.0,4-6
589,142.0,119654900.0,182802,64259,70000000.0,4-6
590,101.0,72660029.0,115687,16235,100000000.0,4-6
591,124.0,117541000.0,269858,16595,70000000.0,4-6
592,117.0,116643346.0,119807,14486,80000000.0,4-6
594,141.0,100614858.0,206776,11458,68000000.0,1-3
595,110.0,42272747.0,78635,5609,70000000.0,1-3
596,109.0,80281096.0,143628,3222,60000000.0,4-6
597,88.0,219613391.0,31649,5227,75000000.0,4-6
598,124.0,78120196.0,103241,6181,75000000.0,4-6
599,119.0,98895417.0,203154,31782,70000000.0,4-6
600,103.0,70117571.0,56741,6207,58000000.0,4-6
601,116.0,83552429.0,154955,4001,70000000.0,4-6
602,125.0,66257002.0,350698,16138,70000000.0,4-6
603,125.0,65012000.0,43559,1439,70000000.0,4-6
604,146.0,79883359.0,116159,46726,66000000.0,4-6
605,118.0,78031620.0,102248,27674,70000000.0,4-6
606,171.0,54222000.0,131217,4074,69500000.0,4-6
607,136.0,52474616.0,84118,1579,70000000.0,7-9
608,92.0,55942830.0,138582,5178,70000000.0,4-6
609,116.0,40932372.0,58023,32563,70000000.0,4-6
610,127.0,38345403.0,212085,16034,70000000.0,7-9
611,136.0,37901509.0,96385,12226,70000000.0,4-6
612,111.0,48430355.0,43709,18510,70000000.0,4-6
613,116.0,30157016.0,39659,12993,70000000.0,7-9
614,113.0,28031250.0,88146,13517,60000000.0,7-9
615,97.0,33105600.0,41663,1576,70000000.0,4-6
616,88.0,62321039.0,117096,5861,70000000.0,4-6
617,136.0,38509342.0,61995,712,75000000.0,7-9
618,125.0,19076815.0,43651,15916,60000000.0,4-6
619,116.0,25093607.0,105556,49608,35000000.0,7-9
620,98.0,18990542.0,22264,2763,70000000.0,4-6
621,91.0,14294842.0,16761,1846,70000000.0,4-6
622,97.0,19819494.0,26893,13628,70000000.0,7-9
623,95.0,13596911.0,25572,3734,70000000.0,4-6
624,88.0,8460990.0,5116,6946,70000000.0,7-9
625,133.0,7097125.0,38983,28129,70000000.0,7-9
626,106.0,37760080.0,72868,12871,70000000.0,7-9
627,116.0,5851188.0,31124,1899,70000000.0,7-9
628,115.0,25121291.0,177653,15708,50000000.0,4-6
629,99.0,18821279.0,44891,1520,70000000.0,7-9
630,124.0,118471320.0,86504,12556,68000000.0,4-6
631,124.0,300523113.0,184637,52547,68000000.0,4-6
632,124.0,71069884.0,101899,32871,68000000.0,4-6
633,87.0,251501645.0,385943,11608,69000000.0,4-6
634,105.0,35324232.0,32224,1132,68000000.0,7-9
635,125.0,81257500.0,117739,30010,68000000.0,4-6
636,141.0,617840.0,52496,1829,70000000.0,4-6
637,121.0,29655590.0,53970,3986,65000000.0,4-6
638,111.0,45045037.0,103230,3393,36000000.0,4-6
639,157.0,28965197.0,133526,18216,68000000.0,4-6
641,128.0,39380442.0,174248,29824,70000000.0,4-6
643,105.0,37516013.0,128629,8281,69000000.0,4-6
644,113.0,87704396.0,88132,1302,66000000.0,4-6
646,121.0,83892374.0,85720,4230,66000000.0,4-6
647,102.0,5932060.0,29285,14625,35000000.0,4-6
648,169.0,216119491.0,881236,44998,70000000.0,4-6
649,132.0,43568507.0,136954,7081,66000000.0,4-6
650,127.0,182805123.0,158864,5838,70000000.0,4-6
651,103.0,176387405.0,328159,5437,59000000.0,4-6
652,136.0,33685268.0,75573,12194,68000000.0,4-6
653,150.0,182204440.0,197412,25517,65000000.0,7-9
654,136.0,171383253.0,1217752,18563,63000000.0,7-9
655,140.0,172071312.0,208817,17171,62000000.0,4-6
656,113.0,119412921.0,240241,1441,65000000.0,4-6
657,104.0,139225854.0,34561,5265,60000000.0,4-6
658,158.0,148775460.0,243834,46204,61000000.0,4-6
659,119.0,115731542.0,151812,17768,65000000.0,4-6
660,106.0,100468793.0,212499,11264,65000000.0,4-6
661,136.0,93771072.0,135404,12396,65000000.0,4-6
662,95.0,100448498.0,272789,23018,65000000.0,7-9
663,137.0,115603980.0,103589,2938,65000000.0,7-9
664,130.0,90454043.0,60165,17771,65000000.0,4-6
665,124.0,84049211.0,96096,15229,70000000.0,4-6
666,108.0,70450000.0,77390,2913,50000000.0,7-9
667,104.0,69688384.0,34473,16452,60000000.0,4-6
668,129.0,70236496.0,67395,14421,63000000.0,4-6
669,117.0,63695760.0,61490,12850,65000000.0,4-6
670,99.0,59617068.0,213863,1375,65000000.0,4-6
671,159.0,55637680.0,227071,11424,65000000.0,4-6
672,118.0,85911262.0,24735,4796,65000000.0,4-6
673,105.0,53846915.0,149337,11943,50100000.0,1-3
674,103.0,54758461.0,147641,29808,65000000.0,4-6
675,122.0,52397389.0,132954,19764,65000000.0,7-9
677,143.0,38966057.0,23940,1409,65000000.0,4-6
678,96.0,42345531.0,104831,17913,65000000.0,7-9
679,111.0,36064910.0,166610,28643,45000000.0,4-6
680,121.0,33328051.0,60508,1531,65000000.0,7-9
681,135.0,32598931.0,49300,1013,65000000.0,7-9
682,101.0,28045540.0,67707,32232,65000000.0,4-6
683,151.0,37023395.0,1347461,13209,63000000.0,7-9
684,131.0,43532294.0,46951,12088,65000000.0,7-9
686,100.0,17218080.0,43376,15944,70000000.0,4-6
687,105.0,10014234.0,8560,3580,65000000.0,7-9
688,92.0,19059018.0,65709,3165,65000000.0,7-9
689,130.0,1987287.0,25474,450,50000000.0,4-6
690,100.0,24407944.0,71202,7048,43000000.0,4-6
691,102.0,13750556.0,111102,49433,65000000.0,4-6
692,133.0,31054924.0,17025,16710,64000000.0,7-9
693,121.0,43247140.0,134625,2131,55000000.0,4-6
694,147.0,2208939.0,190490,253,50000000.0,4-6
695,94.0,213079163.0,162909,2725,63000000.0,4-6
696,94.0,19548064.0,25681,23365,65000000.0,4-6
697,127.0,356784000.0,613473,2129,63000000.0,4-6
698,212.0,25052000.0,35314,5708,63000000.0,4-6
699,141.0,122012710.0,69663,14178,62000000.0,4-6
700,103.0,72413.0,11584,58,65000000.0,4-6
701,98.0,58255287.0,39471,6334,64000000.0,7-9
702,116.0,77086030.0,65297,14931,62000000.0,4-6
703,114.0,65000000.0,43027,2668,62000000.0,4-6
704,87.0,32178777.0,43300,6658,62000000.0,7-9
705,125.0,15738632.0,38076,14536,42000000.0,4-6
706,187.0,54116191.0,272839,49912,44000000.0,4-6
707,93.0,118153533.0,129995,13232,61000000.0,7-9
708,95.0,108012170.0,24089,2558,63000000.0,4-6
709,117.0,210592590.0,607235,32360,65000000.0,7-9
710,106.0,279167575.0,211296,24938,80000000.0,4-6
711,115.0,143151473.0,116681,4811,60000000.0,4-6
712,189.0,136801374.0,782610,17716,60000000.0,7-9
714,81.0,135381507.0,63912,2252,150000000.0,7-9
715,149.0,167735396.0,569841,4348,61000000.0,4-6
716,119.0,121468960.0,407601,13249,60000000.0,4-6
717,130.0,106635996.0,199025,1784,58000000.0,4-6
718,116.0,102678089.0,42705,2321,95000000.0,4-6
719,103.0,125603360.0,667983,3698,60000000.0,4-6
720,99.0,101217900.0,91093,1195,70000000.0,7-9
721,92.0,104148781.0,49486,4050,60000000.0,4-6
722,109.0,75573300.0,156898,20148,61000000.0,4-6
723,87.0,93375151.0,46031,4171,60000000.0,4-6
724,111.0,106126012.0,285623,35084,60000000.0,4-6
725,101.0,93307796.0,85673,2636,60000000.0,4-6
726,83.0,90646554.0,124641,25788,105000000.0,4-6
727,113.0,109176215.0,83506,8172,60000000.0,4-6
728,107.0,82670733.0,60476,14006,60000000.0,4-6
729,94.0,82569532.0,42737,20348,60000000.0,4-6
730,132.0,81687587.0,138246,2517,61000000.0,4-6
731,140.0,80574010.0,63493,20440,60000000.0,7-9
732,125.0,75764085.0,85844,16646,60000000.0,4-6
733,111.0,90356857.0,238916,24928,58000000.0,4-6
734,156.0,75530832.0,97047,20761,55000000.0,7-9
735,170.0,75370763.0,32353,20683,60000000.0,4-6
736,120.0,100003492.0,293662,13581,65000000.0,4-6
737,100.0,90341670.0,102129,14611,60000000.0,4-6
738,115.0,74540762.0,48753,4496,55000000.0,4-6
739,130.0,80033643.0,226570,16385,60000000.0,7-9
740,105.0,73648142.0,99043,3697,60000000.0,4-6
741,111.0,71844424.0,33158,679,60000000.0,4-6
742,106.0,75638743.0,180479,13634,60000000.0,4-6
743,89.0,66734992.0,23476,1233,60000000.0,4-6
744,100.0,75280058.0,143121,647,60000000.0,4-6
745,91.0,64505912.0,163130,13654,48000000.0,4-6
746,146.0,77862546.0,266310,20454,70000000.0,4-6
747,98.0,61112916.0,14888,24664,50000000.0,4-6
748,101.0,88200225.0,120795,3943,60000000.0,4-6
749,94.0,60573641.0,68406,4530,60000000.0,4-6
750,132.0,59035104.0,244566,1112,66000000.0,4-6
751,115.0,56702901.0,23302,4713,60000000.0,4-6
752,92.0,55994557.0,72287,13597,60000000.0,4-6
753,124.0,54910560.0,88225,38227,60000000.0,7-9
754,119.0,53789313.0,89816,3637,60000000.0,4-6
755,124.0,51045801.0,11370,3653,60000000.0,4-6
756,93.0,50818750.0,31209,13403,60000000.0,4-6
758,98.0,50189179.0,61966,2018,60000000.0,7-9
759,92.0,50024083.0,35918,2318,60000000.0,4-6
760,105.0,50549107.0,99035,1411,60000000.0,4-6
761,124.0,56443482.0,75329,75793,60000000.0,4-6
762,99.0,62401264.0,69484,20276,60000000.0,4-6
763,116.0,47748610.0,170179,3090,75000000.0,4-6
764,124.0,46975183.0,256213,1640,61000000.0,4-6
765,96.0,50807639.0,40883,3151,60000000.0,4-6
766,104.0,46611204.0,55749,4294,48000000.0,4-6
767,100.0,257756197.0,246698,22128,60000000.0,4-6
768,115.0,48472213.0,51252,4305,45000000.0,4-6
769,101.0,43060566.0,107859,53024,60000000.0,4-6
770,113.0,45996718.0,173530,34738,60000000.0,4-6
771,100.0,43337279.0,76770,12258,60000000.0,4-6
772,134.0,37479778.0,124222,24458,60000000.0,1-3
774,125.0,40559930.0,41727,10623,60000000.0,4-6
775,94.0,36830057.0,10883,2151,65000000.0,7-9
776,107.0,36279230.0,42144,1352,60000000.0,4-6
777,91.0,42194060.0,41259,22668,70000000.0,7-9
778,116.0,43119879.0,58450,31224,60000000.0,4-6
779,100.0,35096190.0,76560,1395,60000000.0,4-6
781,117.0,43290977.0,75201,7053,80000000.0,4-6
782,110.0,33927476.0,19176,1976,40000000.0,4-6
783,96.0,32122249.0,69319,22889,60000000.0,4-6
784,101.0,40076438.0,73368,38809,60000000.0,4-6
785,111.0,32940507.0,54314,16536,60000000.0,4-6
786,117.0,31670931.0,44099,23745,60000000.0,4-6
787,126.0,30695227.0,45296,34774,60000000.0,7-9
788,152.0,32522352.0,207287,36897,60000000.0,4-6
790,101.0,26082914.0,51349,993,87000000.0,4-6
791,87.0,29136626.0,97089,1417,60000000.0,4-6
792,85.0,26288320.0,36144,11301,60000000.0,4-6
793,130.0,26616590.0,120416,2525,60000000.0,4-6
794,173.0,623279547.0,995415,87697,220000000.0,4-6
795,104.0,30063805.0,31788,2109,60000000.0,7-9
796,121.0,22518325.0,63363,22833,50000000.0,4-6
797,140.0,13082288.0,35565,12634,60000000.0,7-9
798,131.0,18208078.0,57100,3012,60000000.0,4-6
799,91.0,14218868.0,14596,1262,65000000.0,7-9
800,118.0,22451.0,41288,22447,60000000.0,4-6
801,130.0,31165421.0,107028,10247,60000000.0,4-6
802,90.0,11802056.0,31640,1865,60000000.0,4-6
803,103.0,25472967.0,44966,1467,30000000.0,4-6
804,122.0,22362500.0,35599,15275,55000000.0,7-9
805,106.0,17281832.0,60232,5329,60000000.0,4-6
806,103.0,19781879.0,53864,20881,60000000.0,4-6
807,107.0,7605668.0,47320,42683,60000000.0,7-9
808,156.0,4535117.0,38398,26564,60000000.0,4-6
809,127.0,4426297.0,22570,12947,35000000.0,7-9
811,132.0,10166502.0,18209,12133,80000000.0,4-6
812,108.0,363024263.0,479047,18239,58000000.0,4-6
813,114.0,12065985.0,16260,2367,60000000.0,4-6
814,133.0,350123553.0,325264,16277,58800000.0,7-9
815,103.0,80021740.0,47968,5497,58000000.0,4-6
817,95.0,48291624.0,82819,2876,58000000.0,4-6
818,90.0,35231365.0,15517,6299,60000000.0,4-6
819,87.0,53715611.0,92106,14574,63000000.0,4-6
820,114.0,31199215.0,27664,589,58000000.0,4-6
822,103.0,29580087.0,29523,3150,58000000.0,4-6
823,125.0,44665963.0,159931,5081,58000000.0,4-6
824,97.0,60128566.0,131447,16098,60000000.0,4-6
825,125.0,49875589.0,28807,4416,58000000.0,4-6
827,136.0,60984028.0,259519,45271,57000000.0,4-6
828,116.0,36931089.0,70681,16484,70000000.0,7-9
829,103.0,51317350.0,78343,2710,57000000.0,4-6
830,97.0,28328132.0,38298,9814,58000000.0,4-6
831,96.0,51774002.0,87745,16121,57000000.0,4-6
832,131.0,25528495.0,28099,23325,57000000.0,4-6
834,95.0,113006880.0,66308,16884,56000000.0,4-6
835,86.0,45860039.0,53118,14146,56000000.0,7-9
836,142.0,329691196.0,1251222,15700,55000000.0,4-6
837,92.0,217326336.0,57276,2847,60000000.0,4-6
838,108.0,166225040.0,260442,24286,55000000.0,7-9
839,84.0,141600000.0,119675,26754,55000000.0,4-6
840,188.0,134218018.0,126357,12940,55000000.0,4-6
841,95.0,128769345.0,86556,3155,54000000.0,4-6
842,118.0,177575142.0,244840,13426,70000000.0,4-6
843,92.0,105263257.0,56168,4518,55000000.0,4-6
844,74.0,104354205.0,162331,5713,55000000.0,4-6
845,134.0,107100855.0,323353,16281,55000000.0,4-6
846,101.0,98711404.0,127571,39822,55000000.0,4-6
847,100.0,100328194.0,85903,2638,50000000.0,7-9
848,132.0,101530738.0,229574,37605,55000000.0,4-6
849,105.0,93815117.0,68417,7184,55000000.0,7-9
850,123.0,91400000.0,81026,30132,53000000.0,4-6
851,117.0,162586036.0,338383,11036,55000000.0,7-9
852,98.0,89706988.0,126746,2287,55000000.0,4-6
853,128.0,83000000.0,36587,3888,55000000.0,4-6
854,114.0,78745923.0,94407,13905,55000000.0,4-6
855,111.0,70098138.0,735784,3983,30000000.0,1-3
856,85.0,66365290.0,56874,22458,55000000.0,4-6
858,137.0,66207920.0,512749,1959,30000000.0,7-9
859,97.0,63408614.0,75365,14432,55000000.0,7-9
860,104.0,58422650.0,78974,25599,55000000.0,4-6
861,110.0,56932305.0,96690,939,55000000.0,7-9
862,133.0,68750000.0,40858,2916,55000000.0,7-9
863,94.0,68218041.0,67191,2820,55000000.0,7-9
864,104.0,25040293.0,88049,7247,55000000.0,7-9
865,91.0,55747724.0,18042,3104,55000000.0,4-6
866,145.0,55473600.0,207686,1543,50000000.0,4-6
867,135.0,49994804.0,29205,164,55000000.0,7-9
868,122.0,41609593.0,145422,24270,55000000.0,7-9
869,110.0,38553833.0,46239,1752,55000000.0,4-6
870,95.0,76137505.0,49207,3697,55000000.0,4-6
871,102.0,34350553.0,104066,2488,68000000.0,4-6
872,94.0,34238611.0,35830,2248,55000000.0,4-6
873,126.0,34098563.0,27191,13406,55000000.0,7-9
874,118.0,33828318.0,44453,14036,55000000.0,4-6
875,99.0,33472850.0,67005,10026,55000000.0,7-9
876,88.0,31051126.0,36877,6254,55000000.0,7-9
877,141.0,35707327.0,199056,12840,55000000.0,4-6
878,107.0,20550712.0,40346,31014,50000000.0,4-6
879,116.0,18573791.0,38533,24618,55000000.0,4-6
880,143.0,51225796.0,96654,20660,70000000.0,4-6
881,114.0,16264475.0,54787,16899,55000000.0,4-6
882,93.0,25857987.0,110614,10185,62000000.0,7-9
883,280.0,12870569.0,13215,1671,56000000.0,7-9
884,100.0,11466088.0,8983,3952,71000000.0,4-6
885,107.0,16088610.0,10417,3742,55000000.0,7-9
886,119.0,51178893.0,24285,6089,50000000.0,7-9
887,95.0,6768055.0,11148,2260,57000000.0,7-9
888,119.0,39440655.0,61680,4315,55000000.0,4-6
889,133.0,6167817.0,62607,405,47000000.0,4-6
892,117.0,81645152.0,158267,15371,54000000.0,7-9
893,123.0,69951824.0,232710,14727,55000000.0,4-6
894,92.0,9483821.0,39247,25418,55000000.0,7-9
895,170.0,66676062.0,267980,16949,54000000.0,7-9
896,123.0,26838389.0,58658,12700,57000000.0,4-6
897,110.0,75604320.0,68417,847,54000000.0,4-6
898,116.0,108200000.0,76331,2908,54000000.0,4-6
899,121.0,5660084.0,41620,286,54000000.0,4-6
900,128.0,7221458.0,20740,27614,55000000.0,4-6
901,99.0,70327868.0,58416,26527,46000000.0,7-9
902,94.0,58297830.0,86347,6017,50000000.0,7-9
903,127.0,57386369.0,224013,2601,52500000.0,4-6
904,89.0,45207112.0,21283,13390,53000000.0,4-6
905,123.0,62563543.0,115216,63769,53000000.0,4-6
906,135.0,33574332.0,101221,24468,90000000.0,7-9
907,118.0,73343413.0,217480,22517,50000000.0,4-6
908,189.0,25031037.0,155496,22186,53000000.0,4-6
909,172.0,22843047.0,6082,2397,55000000.0,7-9
910,124.0,5755286.0,18310,26334,55000000.0,4-6
911,141.0,164435221.0,525801,48153,52000000.0,7-9
912,157.0,95720716.0,216032,2759,40000000.0,4-6
913,106.0,118683135.0,102167,8315,52000000.0,7-9
914,108.0,143704210.0,145974,26002,52000000.0,4-6
915,125.0,110476776.0,95437,45696,52000000.0,4-6
916,107.0,80270227.0,66382,2297,50000000.0,4-6
917,215.0,36385763.0,138941,1937,52000000.0,4-6
918,118.0,37035845.0,136680,28045,52000000.0,4-6
919,118.0,34580635.0,100743,209,52000000.0,4-6
920,178.0,42438300.0,333542,24183,52000000.0,4-6
921,92.0,23324666.0,97775,488,52000000.0,7-9
922,104.0,23020488.0,42324,2422,52000000.0,7-9
923,116.0,90567722.0,185878,1711,51000000.0,7-9
924,90.0,72601713.0,21396,2055,51000000.0,4-6
926,130.0,296623634.0,220758,64040,50000000.0,4-6
927,90.0,267652016.0,467113,275,60000000.0,7-9
928,106.0,62453315.0,200035,14607,50200000.0,4-6
929,155.0,165500000.0,145257,38518,48000000.0,4-6
930,139.0,153620822.0,189923,12182,50000000.0,4-6
931,112.0,218628680.0,471644,21773,50000000.0,7-9
932,139.0,147637474.0,224671,1474,50000000.0,4-6
933,115.0,135014968.0,80580,74382,50000000.0,4-6
934,143.0,2175312.0,131227,28176,50000000.0,4-6
935,96.0,126203320.0,110432,26826,50000000.0,7-9
936,112.0,126975169.0,287822,3388,50000000.0,4-6
937,131.0,125548685.0,135246,10003,52000000.0,4-6
938,116.0,105807520.0,156717,14087,50000000.0,4-6
939,112.0,191616238.0,258186,19428,50000000.0,4-6
940,123.0,105264608.0,239752,25697,60000000.0,4-6
941,104.0,97680195.0,271691,29505,70000000.0,1-3
942,107.0,126088877.0,33354,14569,50000000.0,4-6
943,124.0,91030827.0,46482,9988,50000000.0,4-6
944,96.0,150315155.0,54010,10886,50000000.0,4-6
945,125.0,127997349.0,101178,62837,50000000.0,4-6
946,129.0,88504640.0,273108,19148,45000000.0,4-6
947,90.0,81517441.0,111368,3148,50000000.0,4-6
948,109.0,81022333.0,34471,1761,50000000.0,4-6
950,121.0,79948113.0,186879,13421,50000000.0,4-6
951,95.0,88658172.0,58412,37967,50000000.0,4-6
953,118.0,84244877.0,375456,57426,50000000.0,4-6
954,80.0,75367693.0,58961,13430,35000000.0,4-6
955,99.0,73701902.0,27548,6729,60000000.0,4-6
956,133.0,75605492.0,283563,53094,50000000.0,4-6
957,127.0,67823573.0,91176,30383,50000000.0,4-6
958,106.0,91439400.0,200647,16967,50000000.0,7-9
959,98.0,67128202.0,43328,14007,65000000.0,7-9
960,132.0,70496802.0,791783,22417,54000000.0,4-6
961,114.0,60470220.0,81444,428,50000000.0,7-9
963,78.0,58336565.0,12845,11124,50000000.0,4-6
964,101.0,66002004.0,36431,2177,50000000.0,7-9
965,113.0,54997476.0,40362,3341,50000000.0,4-6
966,98.0,55682070.0,159868,11946,50000000.0,4-6
967,124.0,52752475.0,63067,2583,50000000.0,4-6
968,109.0,55092830.0,195043,15608,60000000.0,4-6
969,128.0,50815288.0,109188,14747,50000000.0,4-6
970,144.0,52822418.0,47764,3580,50000000.0,4-6
971,95.0,50150619.0,45580,19513,50000000.0,4-6
972,105.0,48745150.0,50170,101383,50000000.0,4-6
973,121.0,50007168.0,39529,19139,50000000.0,4-6
974,125.0,48154732.0,60326,15569,50000000.0,4-6
975,129.0,48265581.0,261069,1397,50000000.0,4-6
976,132.0,46982632.0,172792,1933,50000000.0,4-6
977,118.0,44737059.0,48322,24024,50000000.0,4-6
978,113.0,56724080.0,172112,8398,50000000.0,4-6
979,140.0,44484065.0,107227,20152,50000000.0,4-6
980,89.0,47553512.0,54101,1367,50000000.0,4-6
981,104.0,42610000.0,60293,1093,55000000.0,4-6
982,106.0,41482207.0,68428,19610,50000000.0,1-3
983,141.0,47105085.0,136973,30183,50000000.0,4-6
984,124.0,41256277.0,46451,1289,50000000.0,4-6
985,98.0,50740078.0,151580,16791,45000000.0,7-9
986,108.0,40203020.0,74315,15634,40000000.0,7-9
987,114.0,40905277.0,45895,19739,50000000.0,4-6
988,101.0,38590500.0,17997,1860,50000000.0,4-6
989,93.0,39177541.0,20310,14899,50000000.0,4-6
990,119.0,39778599.0,176169,29461,50000000.0,7-9
991,119.0,37486138.0,30890,2052,50000000.0,4-6
992,99.0,38105077.0,58349,701,40000000.0,4-6
993,137.0,35168395.0,26034,25469,50000000.0,7-9
995,117.0,32800000.0,34896,3016,40000000.0,4-6
996,87.0,33643461.0,11257,20061,50000000.0,4-6
997,129.0,32741596.0,80140,14344,50000000.0,7-9
998,115.0,31874869.0,43574,34606,50000000.0,4-6
999,132.0,30306268.0,62981,58528,50000000.0,7-9
1000,131.0,27667947.0,86374,1344,50000000.0,4-6
1001,95.0,27067160.0,18404,14706,50000000.0,4-6
1002,125.0,26616999.0,92461,1300,40000000.0,4-6
1003,98.0,26536120.0,49926,3357,50000000.0,4-6
1004,110.0,26199517.0,34356,18635,50000000.0,4-6
1005,118.0,25450527.0,80196,7654,50000000.0,4-6
1006,101.0,25407250.0,54021,15935,50000000.0,4-6
1008,90.0,23159305.0,128455,16358,70000000.0,7-9
1009,119.0,24006726.0,139535,15757,50000000.0,7-9
1010,139.0,20389967.0,3077,12786,50000000.0,4-6
1011,130.0,19593740.0,88270,32637,50000000.0,4-6
1012,100.0,19118247.0,19829,6171,40000000.0,4-6
1013,114.0,26442251.0,76010,16992,50000000.0,7-9
1014,96.0,17114882.0,189249,17211,25000000.0,4-6
1015,110.0,18472363.0,63599,25049,50000000.0,4-6
1016,158.0,14131298.0,55889,144,390000000.0,4-6
1017,102.0,21557240.0,85237,45202,49900000.0,4-6
1018,84.0,21283440.0,46239,8018,55000000.0,4-6
1019,115.0,10556196.0,16562,2606,50000000.0,4-6
1020,99.0,16671505.0,33186,2949,50000000.0,4-6
1021,135.0,10400000.0,12037,15820,50000000.0,4-6
1022,108.0,9528092.0,38513,10191,22000000.0,7-9
1024,127.0,10137232.0,58015,5702,50000000.0,4-6
1025,107.0,9795017.0,9227,5461,50000000.0,7-9
1026,95.0,20488579.0,113483,29926,50000000.0,7-9
1027,124.0,19445217.0,67796,3580,60000000.0,7-9
1028,109.0,8355815.0,34730,52885,55000000.0,4-6
1029,102.0,28837115.0,34964,24107,50000000.0,7-9
1030,88.0,6471394.0,15880,11972,50000000.0,7-9
1031,87.0,6291602.0,8070,3954,50000000.0,7-9
1032,104.0,10706786.0,81800,16481,50000000.0,4-6
1033,96.0,8742261.0,19824,1385,18000000.0,4-6
1034,85.0,43905746.0,77684,32831,49000000.0,4-6
1036,104.0,21413502.0,14429,2795,40000000.0,7-9
1038,190.0,124107476.0,170684,1418,48000000.0,4-6
1039,127.0,197171806.0,515306,12884,48000000.0,4-6
1041,120.0,31569268.0,172965,23051,49000000.0,4-6
1042,118.0,66488090.0,120202,29748,48000000.0,4-6
1043,112.0,95308367.0,206104,18141,48000000.0,4-6
1045,114.0,60652036.0,137854,3743,48000000.0,4-6
1046,137.0,1206135.0,40568,27666,50000000.0,4-6
1047,112.0,56607223.0,93367,1823,48000000.0,4-6
1048,120.0,50173190.0,148490,33615,48000000.0,4-6
1049,123.0,47095453.0,64595,22209,48000000.0,4-6
