,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,budget,actor_2_facebook_likes,imdb_score,country_USA,content_rating_Approved,content_rating_G,content_rating_M,content_rating_NC-17,content_rating_Not Rated,content_rating_PG,content_rating_PG-13,content_rating_Passed,content_rating_R,content_rating_Unrated,content_rating_X
741,136,111,197,6,433,71844424,33158,679,223,60000000,208,7.3,1,0,0,0,0,0,1,0,0,0,0,0
742,436,106,0,175,13000,75638743,180479,13634,411,60000000,240,6.6,1,0,0,0,0,0,0,1,0,0,0,0
743,73,89,18,226,658,66734992,23476,1233,181,60000000,257,4.4,1,0,0,0,0,0,1,0,0,0,0,0
744,310,100,253,57,309,75280058,143121,647,279,60000000,229,7.7,1,0,0,0,0,0,1,0,0,0,0,0
745,323,91,0,751,11000,64505912,163130,13654,1264,48000000,946,5,1,0,0,0,0,0,0,0,0,1,0,0
746,171,146,12000,451,18000,77862546,266310,20454,690,70000000,992,7.7,1,0,0,0,0,0,0,0,0,1,0,0
747,76,98,48,722,21000,61112916,14888,24664,83,50000000,936,4.4,1,0,0,0,0,0,1,0,0,0,0,0
748,173,101,480,767,881,88200225,120795,3943,308,60000000,869,6.1,1,0,0,0,0,0,0,1,0,0,0,0
749,81,94,32,626,854,60573641,68406,4530,162,60000000,628,5.4,1,0,0,0,0,0,1,0,0,0,0,0
750,242,132,0,160,366,59035104,244566,1112,597,66000000,334,6.8,1,0,0,0,0,0,0,1,0,0,0,0
751,110,115,234,521,3000,56702901,23302,4713,181,60000000,552,6.5,1,0,0,0,0,0,0,1,0,0,0,0
752,328,92,28,586,10000,55994557,72287,13597,176,60000000,884,7,1,0,0,0,0,0,1,0,0,0,0,0
753,83,124,105,460,24000,54910560,88225,38227,227,60000000,13000,6.3,1,0,0,0,0,0,0,0,0,1,0,0
754,196,119,610,716,834,53789313,89816,3637,347,60000000,780,6.3,1,0,0,0,0,0,0,1,0,0,0,0
755,34,124,50,672,1000,51045801,11370,3653,54,60000000,944,6.1,1,0,0,0,0,0,0,1,0,0,0,0
758,81,98,11,107,966,50189179,61966,2018,207,60000000,680,5.3,1,0,0,0,0,0,0,1,0,0,0,0
759,47,92,14,488,789,50024083,35918,2318,126,60000000,520,5.4,1,0,0,0,0,0,0,0,0,1,0,0
760,313,105,0,288,539,50549107,99035,1411,289,60000000,394,6.2,1,0,0,0,0,0,0,1,0,0,0,0
761,315,124,737,14000,34000,56443482,75329,75793,256,60000000,22000,6.6,1,0,0,0,0,0,0,1,0,0,0,0
763,223,116,0,672,1000,47748610,170179,3090,656,75000000,720,6.3,1,0,0,0,0,0,0,0,0,1,0,0
764,198,124,845,295,650,46975183,256213,1640,338,61000000,467,7.2,1,0,0,0,0,0,0,0,0,1,0,0
765,219,96,7,642,874,50807639,40883,3151,122,60000000,668,6.8,1,0,0,0,0,0,1,0,0,0,0,0
766,92,104,165,944,1000,46611204,55749,4294,257,48000000,967,6.1,1,0,0,0,0,0,0,1,0,0,0,0
768,111,115,11,642,1000,48472213,51252,4305,156,45000000,759,5,1,0,0,0,0,0,0,1,0,0,0,0
769,138,101,38,11000,23000,43060566,107859,53024,569,60000000,18000,6.2,1,0,0,0,0,0,0,1,0,0,0,0
770,415,113,181,300,33000,45996718,173530,34738,264,60000000,301,6.7,1,0,0,0,0,0,0,0,0,1,0,0
771,170,100,11000,485,10000,43337279,76770,12258,203,60000000,1000,4.9,1,0,0,0,0,0,0,1,0,0,0,0
772,306,134,16000,204,13000,37479778,124222,24458,259,60000000,11000,7.4,1,0,0,0,0,0,0,1,0,0,0,0
774,211,125,209,896,8000,40559930,41727,10623,184,60000000,1000,6.2,1,0,0,0,0,0,0,1,0,0,0,0
775,49,94,80,230,1000,36830057,10883,2151,73,65000000,417,4.9,1,0,0,0,0,0,1,0,0,0,0,0
776,161,107,69,206,310,36279230,42144,1352,213,60000000,219,6.1,1,0,0,0,0,0,0,1,0,0,0,0
778,172,116,53,906,27000,43119879,58450,31224,842,60000000,1000,6.4,1,0,0,0,0,0,0,1,0,0,0,0
779,161,100,0,210,436,35096190,76560,1395,322,60000000,399,6.3,1,0,0,0,0,0,0,1,0,0,0,0
783,105,96,11000,236,22000,32122249,69319,22889,138,60000000,394,5.9,1,0,0,0,0,0,0,0,0,1,0,0
784,198,101,50,1000,22000,40076438,73368,38809,248,60000000,14000,6,1,0,0,0,0,0,0,0,0,1,0,0
785,79,111,17,652,13000,32940507,54314,16536,127,60000000,968,6.1,1,0,0,0,0,0,0,0,0,1,0,0
787,125,126,0,9000,13000,30695227,45296,34774,267,60000000,10000,6.7,1,0,0,0,0,0,0,1,0,0,0,0
788,149,152,488,947,22000,32522352,207287,36897,822,60000000,11000,7.9,1,0,0,0,0,0,0,0,0,1,0,0
790,77,101,93,218,287,26082914,51349,993,213,87000000,233,4.3,1,0,0,0,0,0,0,1,0,0,0,0
791,225,87,124,77,865,29136626,97089,1417,233,60000000,441,5.7,1,0,0,0,0,0,0,1,0,0,0,0
792,98,85,0,82,11000,26288320,36144,11301,91,60000000,102,6.7,1,0,0,0,0,0,1,0,0,0,0,0
794,703,173,0,19000,26000,623279547,995415,87697,1722,220000000,21000,8.1,1,0,0,0,0,0,0,1,0,0,0,0
795,117,104,293,256,780,30063805,31788,2109,243,60000000,265,6.1,1,0,0,0,0,0,0,1,0,0,0,0
798,110,131,37,507,968,18208078,57100,3012,281,60000000,848,6.9,1,0,0,0,0,0,0,0,0,1,0,0
799,100,91,394,68,889,14218868,14596,1262,282,65000000,290,4.8,1,0,0,0,0,0,0,1,0,0,0,0
800,189,118,167,778,20000,22451,41288,22447,126,60000000,882,6.2,1,0,0,0,0,0,0,1,0,0,0,0
801,212,130,91,1000,5000,31165421,107028,10247,457,60000000,2000,6,1,0,0,0,0,0,0,1,0,0,0,0
802,127,90,48,196,973,11802056,31640,1865,109,60000000,400,4.9,1,0,0,0,0,0,1,0,0,0,0,0
803,196,103,179,87,794,25472967,44966,1467,411,30000000,329,5.6,1,0,0,0,0,0,0,1,0,0,0,0
804,115,122,2000,1000,11000,22362500,35599,15275,195,55000000,1000,6.1,1,0,0,0,0,0,0,1,0,0,0,0
806,223,103,436,437,19000,19781879,53864,20881,290,60000000,961,4.8,1,0,0,0,0,0,0,1,0,0,0,0
809,54,127,258,617,11000,4426297,22570,12947,156,35000000,708,6.5,1,0,0,0,0,0,0,0,0,1,0,0
811,81,132,131,242,11000,10166502,18209,12133,183,80000000,298,6.7,1,0,0,0,0,0,0,0,0,1,0,0
812,579,108,84,361,16000,363024263,479047,18239,1058,58000000,805,8.1,1,0,0,0,0,0,0,0,0,1,0,0
813,56,114,65,440,743,12065985,16260,2367,88,60000000,730,4.9,1,0,0,0,0,0,1,0,0,0,0,0
814,490,133,16000,318,14000,350123553,325264,16277,916,58800000,962,7.3,1,0,0,0,0,0,0,0,0,1,0,0
815,218,103,11,543,2000,80021740,47968,5497,154,58000000,1000,6.4,1,0,0,0,0,0,1,0,0,0,0,0
817,142,95,70,512,970,48291624,82819,2876,263,58000000,834,6.7,1,0,0,0,0,0,0,1,0,0,0,0
818,57,90,32,809,1000,35231365,15517,6299,85,60000000,891,3.6,1,0,0,0,0,0,1,0,0,0,0,0
819,84,87,10,349,13000,53715611,92106,14574,171,63000000,1000,5.7,1,0,0,0,0,0,0,0,0,1,0,0
820,186,114,0,110,142,31199215,27664,589,120,58000000,117,6,1,0,0,0,0,0,0,1,0,0,0,0
822,133,103,30,727,963,29580087,29523,3150,121,58000000,935,4.7,1,0,0,0,0,0,0,1,0,0,0,0
823,246,125,189,839,1000,44665963,159931,5081,281,58000000,847,6.3,1,0,0,0,0,0,0,1,0,0,0,0
825,144,125,143,519,1000,49875589,28807,4416,273,58000000,664,5.9,1,0,0,0,0,0,0,1,0,0,0,0
827,117,136,138,9000,18000,60984028,259519,45271,431,57000000,14000,7.5,1,0,0,0,0,0,0,0,0,1,0,0
828,157,116,51,622,11000,36931089,70681,16484,198,70000000,3000,5.6,1,0,0,0,0,0,0,0,0,1,0,0
829,60,103,357,40,2000,51317350,78343,2710,139,57000000,663,6.4,1,0,0,0,0,0,0,1,0,0,0,0
830,117,97,420,455,4000,28328132,38298,9814,147,58000000,3000,6.3,1,0,0,0,0,0,0,1,0,0,0,0
831,287,96,83,1000,12000,51774002,87745,16121,331,57000000,1000,4.3,1,0,0,0,0,0,0,1,0,0,0,0
835,117,86,10,348,12000,45860039,53118,14146,221,56000000,795,6.2,1,0,0,0,0,0,0,1,0,0,0,0
836,149,142,0,194,15000,329691196,1251222,15700,1398,55000000,294,8.8,1,0,0,0,0,0,0,1,0,0,0,0
837,131,92,25,639,1000,217326336,57276,2847,146,60000000,718,5.2,1,0,0,0,0,0,1,0,0,0,0,0
838,150,108,116,708,22000,166225040,260442,24286,507,55000000,713,7,1,0,0,0,0,0,0,1,0,0,0,0
839,92,84,12,752,23000,141600000,119675,26754,216,55000000,2000,6.6,1,0,1,0,0,0,0,0,0,0,0,0
840,169,188,503,467,10000,134218018,126357,12940,497,55000000,593,7.3,1,0,0,0,0,0,1,0,0,0,0,0
841,57,95,293,744,851,128769345,86556,3155,99,54000000,773,5.6,1,0,0,0,0,0,0,1,0,0,0,0
842,171,118,72,681,10000,177575142,244840,13426,372,70000000,975,6.6,1,0,0,0,0,0,0,1,0,0,0,0
843,53,92,39,458,3000,105263257,56168,4518,103,55000000,562,5.4,1,0,0,0,0,0,1,0,0,0,0,0
844,153,74,58,729,3000,104354205,162331,5713,332,55000000,864,6.3,1,0,0,0,0,0,0,0,0,1,0,0
845,491,134,521,186,15000,107100855,323353,16281,527,55000000,535,7.9,1,0,0,0,0,0,0,1,0,0,0,0
846,247,101,189,7000,15000,98711404,127571,39822,207,55000000,11000,6.3,1,0,0,0,0,0,0,1,0,0,0,0
847,26,100,52,394,795,100328194,85903,2638,92,50000000,419,6,1,0,0,0,0,0,1,0,0,0,0,0
848,292,132,845,683,18000,101530738,229574,37605,436,55000000,17000,7.2,1,0,0,0,0,0,0,0,0,1,0,0
849,114,105,61,708,5000,93815117,68417,7184,242,55000000,827,5.1,1,0,0,0,0,0,0,1,0,0,0,0
850,82,123,12000,665,18000,91400000,81026,30132,194,53000000,10000,7.3,1,0,0,0,0,0,0,0,0,1,0,0
851,201,117,125,168,10000,162586036,338383,11036,611,55000000,617,8,1,0,0,0,0,0,0,1,0,0,0,0
852,231,98,124,354,931,89706988,126746,2287,600,55000000,507,6.2,1,0,0,0,0,0,0,1,0,0,0,0
853,55,128,272,383,2000,83000000,36587,3888,95,55000000,812,6,1,0,0,0,0,0,0,0,0,1,0,0
855,354,111,16000,640,926,70098138,735784,3983,2105,30000000,890,8.1,1,0,0,0,0,0,0,0,0,1,0,0
856,140,85,0,490,21000,66365290,56874,22458,358,55000000,860,6.4,1,0,0,0,0,0,0,1,0,0,0,0
858,304,137,16000,348,890,66207920,512749,1959,935,30000000,387,8,1,0,0,0,0,0,0,0,0,1,0,0
859,45,97,96,403,13000,63408614,75365,14432,149,55000000,549,6.3,1,0,0,0,0,0,0,0,0,1,0,0
860,49,104,0,812,13000,58422650,78974,25599,173,55000000,11000,6.4,1,0,0,0,0,0,0,1,0,0,0,0
861,146,110,9,95,485,56932305,96690,939,293,55000000,110,6.6,1,0,0,0,0,0,0,1,0,0,0,0
862,60,133,53,263,1000,68750000,40858,2916,144,55000000,780,6.4,1,0,0,0,0,0,0,0,0,1,0,0
863,189,94,70,497,1000,68218041,67191,2820,108,55000000,549,6,1,0,0,0,0,0,1,0,0,0,0,0
864,206,104,50,947,5000,25040293,88049,7247,279,55000000,962,6.6,1,0,0,0,0,0,0,1,0,0,0,0
865,118,91,39,562,1000,55747724,18042,3104,73,55000000,591,5.9,1,0,0,0,0,0,1,0,0,0,0,0
866,210,145,21000,243,534,55473600,207686,1543,776,50000000,273,6.4,1,0,0,0,0,0,0,0,0,1,0,0
867,76,135,317,34,57,49994804,29205,164,194,55000000,40,6.3,1,0,0,0,0,0,1,0,0,0,0,0
869,62,110,81,163,1000,38553833,46239,1752,155,55000000,416,6.8,1,0,0,0,0,0,0,0,0,1,0,0
871,265,102,82,537,622,34350553,104066,2488,207,68000000,591,5.7,1,0,0,0,0,0,0,0,0,1,0,0
872,135,94,607,215,933,34238611,35830,2248,321,55000000,518,6,1,0,0,0,0,0,0,0,0,1,0,0
873,100,126,226,241,12000,34098563,27191,13406,232,55000000,509,6.5,1,0,0,0,0,0,0,0,0,1,0,0
874,123,118,101,327,13000,33828318,44453,14036,154,55000000,390,5.8,1,0,0,0,0,0,0,1,0,0,0,0
875,164,99,3,490,8000,33472850,67005,10026,119,55000000,509,5.8,1,0,0,0,0,0,0,0,0,1,0,0
877,264,141,16000,539,11000,35707327,199056,12840,387,55000000,963,7.8,1,0,0,0,0,0,0,0,0,1,0,0
878,47,107,99,581,18000,20550712,40346,31014,95,50000000,11000,5.6,1,0,0,0,0,0,0,1,0,0,0,0
879,50,116,12000,552,22000,18573791,38533,24618,89,55000000,617,5.8,1,0,0,0,0,0,0,0,0,1,0,0
882,178,93,45,352,9000,25857987,110614,10185,532,62000000,460,5.5,1,0,0,0,0,0,0,1,0,0,0,0
883,84,280,33,67,789,12870569,13215,1671,497,56000000,640,6.3,1,0,0,0,0,0,0,1,0,0,0,0
884,44,100,0,745,995,11466088,8983,3952,84,71000000,879,4.7,1,0,0,0,0,0,0,0,0,1,0,0
885,93,107,11,506,939,16088610,10417,3742,39,55000000,605,5.6,1,0,0,0,0,0,1,0,0,0,0,0
886,277,119,33,518,3000,51178893,24285,6089,110,50000000,2000,6.4,1,0,0,0,0,0,1,0,0,0,0,0
888,197,119,59,676,2000,39440655,61680,4315,222,55000000,828,6.4,1,0,0,0,0,0,0,1,0,0,0,0
892,224,117,0,845,12000,81645152,158267,15371,559,54000000,919,6.7,1,0,0,0,0,0,0,0,0,1,0,0
893,202,123,125,835,10000,69951824,232710,14727,599,55000000,3000,7.7,1,0,0,0,0,0,0,1,0,0,0,0
894,279,92,394,565,13000,9483821,39247,25418,131,55000000,11000,5.7,1,0,0,0,0,0,0,0,0,1,0,0
895,110,170,0,889,14000,66676062,267980,16949,545,54000000,1000,7.6,1,0,0,0,0,0,0,0,0,1,0,0
896,190,123,488,2000,5000,26838389,58658,12700,495,57000000,4000,6.4,1,0,0,0,0,0,0,1,0,0,0,0
897,136,110,94,240,277,75604320,68417,847,195,54000000,245,5.6,1,0,0,0,0,0,0,1,0,0,0,0
898,121,116,44,420,593,108200000,76331,2908,269,54000000,467,6.8,1,0,0,0,0,0,1,0,0,0,0,0
899,131,121,102,43,117,5660084,41620,286,418,54000000,62,2.4,1,0,0,0,0,0,0,0,0,1,0,0
902,78,94,383,753,4000,58297830,86347,6017,191,50000000,808,7.1,1,0,1,0,0,0,0,0,0,0,0,0
903,209,127,1000,653,1000,57386369,224013,2601,2319,52500000,691,7.6,1,0,0,0,0,0,0,1,0,0,0,0
904,98,89,17,303,12000,45207112,21283,13390,190,53000000,708,5.5,1,0,0,0,0,0,0,1,0,0,0,0
905,391,123,108,3000,40000,62563543,115216,63769,289,53000000,19000,7,1,0,0,0,0,0,0,0,0,1,0,0
906,279,135,16000,310,23000,33574332,101221,24468,415,90000000,638,7.1,1,0,0,0,0,0,0,0,0,1,0,0
907,216,118,473,963,18000,73343413,217480,22517,429,50000000,1000,7.4,1,0,0,0,0,0,0,0,0,1,0,0
908,250,189,0,1000,16000,25031037,155496,22186,532,53000000,3000,7.6,1,0,0,0,0,0,0,0,0,1,0,0
909,78,172,438,466,852,22843047,6082,2397,207,55000000,637,5.9,1,0,0,0,0,0,0,0,0,1,0,0
910,106,124,161,681,21000,5755286,18310,26334,63,55000000,3000,5.9,1,0,0,0,0,0,0,1,0,0,0,0
911,194,141,14000,3000,29000,164435221,525801,48153,667,52000000,15000,8,1,0,0,0,0,0,0,1,0,0,0,0
912,558,157,0,304,1000,95720716,216032,2759,640,40000000,1000,7.4,1,0,0,0,0,0,0,0,0,1,0,0
913,183,106,235,931,4000,118683135,102167,8315,483,52000000,957,5.8,1,0,0,0,0,0,0,1,0,0,0,0
914,238,108,58,838,14000,143704210,145974,26002,611,52000000,11000,6.3,1,0,0,0,0,0,0,1,0,0,0,0
915,186,125,0,11000,14000,110476776,95437,45696,211,52000000,12000,5.7,1,0,0,0,0,0,0,1,0,0,0,0
916,144,107,422,379,631,80270227,66382,2297,612,50000000,534,5.1,1,0,0,0,0,0,0,1,0,0,0,0
917,156,215,0,463,648,36385763,138941,1937,1448,52000000,568,7.6,1,0,0,0,0,0,0,0,0,1,0,0
918,215,118,71,634,16000,37035845,136680,28045,149,52000000,10000,6.4,1,0,0,0,0,0,0,0,0,1,0,0
920,133,178,17000,574,22000,42438300,333542,24183,533,52000000,721,8.2,1,0,0,0,0,0,0,0,0,1,0,0
922,127,104,13,343,961,23020488,42324,2422,180,52000000,691,5.5,1,0,0,0,0,0,0,1,0,0,0,0
923,155,116,101,79,889,90567722,185878,1711,481,51000000,624,6.5,1,0,0,0,0,0,0,0,0,1,0,0
926,299,130,129,12000,21000,296623634,220758,64040,919,50000000,17000,4.6,1,0,0,0,0,0,0,1,0,0,0,0
927,212,90,80,21,145,267652016,467113,275,945,60000000,50,7.9,1,0,0,0,0,0,1,0,0,0,0,0
928,413,106,53,593,13000,62453315,200035,14607,407,50200000,963,7.1,1,0,0,0,0,0,0,1,0,0,0,0
929,67,155,58,720,25000,165500000,145257,38518,322,48000000,11000,6.9,1,0,0,0,0,0,0,1,0,0,0,0
930,109,139,488,597,10000,153620822,189923,12182,318,50000000,743,7.3,1,0,0,0,0,0,0,0,0,1,0,0
931,457,112,3000,1000,15000,218628680,471644,21773,623,50000000,3000,7,1,0,0,0,0,0,0,0,0,1,0,0
932,156,139,274,285,625,147637474,224671,1474,470,50000000,440,7.7,1,0,0,0,0,0,0,1,0,0,0,0
933,55,115,293,878,49000,135014968,80580,74382,375,50000000,22000,6.7,1,0,0,0,0,0,0,1,0,0,0,0
934,272,143,285,7000,11000,2175312,131227,28176,346,50000000,8000,6.3,1,0,0,0,0,0,0,1,0,0,0,0
935,117,96,65,828,12000,126203320,110432,26826,309,50000000,11000,5.8,1,0,0,0,0,0,0,1,0,0,0,0
936,539,112,14000,417,1000,126975169,287822,3388,849,50000000,560,7.1,1,0,0,0,0,0,0,1,0,0,0,0
937,169,131,0,658,8000,125548685,135246,10003,498,52000000,883,7.3,1,0,0,0,0,0,0,0,0,1,0,0
938,140,116,80,651,11000,105807520,156717,14087,357,50000000,1000,6.4,1,0,0,0,0,0,0,1,0,0,0,0
939,330,112,97,584,17000,191616238,258186,19428,322,50000000,920,7.1,1,0,0,0,0,0,0,0,0,1,0,0
940,120,123,277,4000,11000,105264608,239752,25697,406,60000000,10000,7.6,1,0,0,0,0,0,0,0,0,1,0,0
941,190,104,235,1000,14000,97680195,271691,29505,243,70000000,11000,6.8,1,0,0,0,0,0,0,1,0,0,0,0
942,177,107,43,569,12000,126088877,33354,14569,110,50000000,919,6.6,1,0,0,0,0,0,0,1,0,0,0,0
943,65,124,0,701,8000,91030827,46482,9988,252,50000000,818,6.7,1,0,0,0,0,0,0,1,0,0,0,0
944,145,96,51,322,8000,150315155,54010,10886,130,50000000,2000,6.1,1,0,0,0,0,0,0,1,0,0,0,0
945,321,125,252,10000,40000,127997349,101178,62837,779,50000000,11000,6,1,0,0,0,0,0,1,0,0,0,0,0
946,230,129,0,277,18000,88504640,273108,19148,646,45000000,412,7.6,1,0,0,0,0,0,0,0,0,1,0,0
947,143,90,241,416,1000,81517441,111368,3148,394,50000000,495,7.1,1,0,0,0,0,0,0,0,0,1,0,0
948,55,109,155,293,426,81022333,34471,1761,147,50000000,387,5,1,0,0,0,0,0,0,1,0,0,0,0
950,279,121,295,329,12000,79948113,186879,13421,791,50000000,748,6.2,1,0,0,0,0,0,0,1,0,0,0,0
951,143,95,9,11000,14000,88658172,58412,37967,242,50000000,11000,5.6,1,0,0,0,0,0,0,1,0,0,0,0
953,310,118,43,7000,33000,84244877,375456,57426,292,50000000,15000,7.4,1,0,0,0,0,0,0,1,0,0,0,0
954,116,80,12,58,13000,75367693,58961,13430,232,35000000,258,5,1,0,0,0,0,0,1,0,0,0,0,0
955,105,99,148,660,2000,73701902,27548,6729,209,60000000,843,5.2,1,0,0,0,0,0,1,0,0,0,0,0
956,419,133,152,11000,22000,75605492,283563,53094,312,50000000,18000,7.6,1,0,0,0,0,0,0,1,0,0,0,0
957,64,127,249,808,18000,67823573,91176,30383,130,50000000,11000,6.6,1,0,0,0,0,0,0,0,0,1,0,0
959,166,98,99,433,12000,67128202,43328,14007,110,65000000,536,5.7,1,0,0,0,0,0,1,0,0,0,0,0
960,525,132,160,443,20000,70496802,791783,22417,2042,54000000,979,8.2,1,0,0,0,0,0,0,0,0,1,0,0
961,165,114,71,55,154,60470220,81444,428,192,50000000,131,6.2,1,0,0,0,0,0,0,1,0,0,0,0
963,87,78,5,1000,8000,58336565,12845,11124,118,50000000,2000,6.6,1,0,1,0,0,0,0,0,0,0,0,0
964,117,101,23,541,660,66002004,36431,2177,168,50000000,651,4.7,1,0,1,0,0,0,0,0,0,0,0,0
965,113,113,39,477,1000,54997476,40362,3341,248,50000000,912,6.3,1,0,0,0,0,0,0,0,0,1,0,0
967,152,124,213,372,838,52752475,63067,2583,533,50000000,593,6.7,1,0,0,0,0,0,0,0,0,1,0,0
968,288,109,154,144,15000,55092830,195043,15608,329,60000000,348,6.1,1,0,0,0,0,0,0,1,0,0,0,0
969,358,128,79,414,13000,50815288,109188,14747,625,50000000,903,7,1,0,0,0,0,0,0,0,0,1,0,0
970,204,144,0,681,769,52822418,47764,3580,219,50000000,726,7.4,1,0,0,0,0,0,0,0,0,1,0,0
971,156,95,34,679,17000,50150619,45580,19513,102,50000000,995,7.3,1,0,0,0,0,0,1,0,0,0,0,0
972,171,105,12,935,87000,48745150,50170,101383,306,50000000,11000,5.8,1,0,0,0,0,0,0,1,0,0,0,0
973,76,121,16000,826,16000,50007168,39529,19139,142,50000000,1000,6.7,1,0,0,0,0,0,0,0,0,1,0,0
974,97,125,0,957,10000,48154732,60326,15569,142,50000000,2000,5.8,1,0,0,0,0,0,0,0,0,1,0,0
975,157,129,21000,283,495,48265581,261069,1397,506,50000000,294,7.8,1,0,0,0,0,0,0,0,0,1,0,0
977,118,118,41,585,18000,44737059,48322,24024,261,50000000,4000,6.5,1,0,0,0,0,0,0,1,0,0,0,0
978,291,113,22,1000,3000,56724080,172112,8398,181,50000000,1000,6.7,1,0,0,0,0,0,0,0,0,1,0,0
980,228,89,77,159,490,47553512,54101,1367,210,50000000,298,5.8,1,0,0,0,0,0,0,1,0,0,0,0
981,36,104,644,174,437,42610000,60293,1093,114,55000000,289,5.5,1,0,0,0,0,0,0,0,0,1,0,0
982,105,106,287,767,16000,41482207,68428,19610,148,50000000,823,6.3,1,0,0,0,0,0,0,1,0,0,0,0
983,276,141,71,3000,21000,47105085,136973,30183,275,50000000,3000,7.4,1,0,0,0,0,0,0,0,0,1,0,0
984,93,124,75,258,294,41256277,46451,1289,156,50000000,273,5.9,1,0,0,0,0,0,0,0,0,1,0,0
987,124,114,73,323,18000,40905277,45895,19739,157,50000000,886,6.5,1,0,0,0,0,0,0,0,0,1,0,0
988,47,101,0,158,854,38590500,17997,1860,140,50000000,643,4.4,1,0,0,0,0,0,0,0,0,1,0,0
989,66,93,0,717,12000,39177541,20310,14899,177,50000000,722,3.5,1,0,0,0,0,0,1,0,0,0,0,0
990,118,119,0,39,29000,39778599,176169,29461,548,50000000,414,6.6,1,0,0,0,0,0,0,0,0,1,0,0
991,93,119,0,434,627,37486138,30890,2052,106,50000000,508,6,1,0,0,0,0,0,0,1,0,0,0,0
992,235,99,160,72,330,38105077,58349,701,194,40000000,119,6.4,1,0,0,0,0,0,0,0,0,1,0,0
993,113,137,0,432,24000,35168395,26034,25469,226,50000000,743,6.5,1,0,0,0,0,0,0,1,0,0,0,0
995,51,117,31,210,2000,32800000,34896,3016,118,40000000,472,4.3,1,0,0,0,0,0,0,0,0,1,0,0
996,98,87,9,1000,15000,33643461,11257,20061,65,50000000,2000,4.2,1,0,0,0,0,0,1,0,0,0,0,0
997,315,129,16000,447,13000,32741596,80140,14344,323,50000000,563,6.5,1,0,0,0,0,0,0,1,0,0,0,0
998,136,115,58,401,33000,31874869,43574,34606,302,50000000,455,6.1,1,0,0,0,0,0,0,0,0,1,0,0
1001,99,95,0,323,13000,27067160,18404,14706,150,50000000,559,5.9,1,0,0,0,0,0,0,0,0,1,0,0
1002,298,125,487,201,430,26616999,92461,1300,347,40000000,329,5.9,1,0,0,0,0,0,0,1,0,0,0,0
1004,146,110,16000,581,16000,26199517,34356,18635,260,50000000,1000,6.4,1,0,0,0,0,0,0,0,0,1,0,0
1005,245,118,670,294,6000,25450527,80196,7654,190,50000000,450,6.5,1,0,0,0,0,0,0,0,0,1,0,0
1006,104,101,0,764,12000,25407250,54021,15935,227,50000000,898,5.7,1,0,0,0,0,0,0,0,0,1,0,0
1008,162,90,663,521,14000,23159305,128455,16358,514,70000000,631,8,1,0,0,0,0,0,1,0,0,0,0,0
1009,259,119,0,639,13000,24006726,139535,15757,632,50000000,1000,7.3,1,0,0,0,0,0,0,0,0,1,0,0
1010,79,139,378,303,11000,20389967,3077,12786,47,50000000,552,6.7,1,0,0,0,0,0,0,0,0,1,0,0
1011,141,130,317,256,18000,19593740,88270,32637,420,50000000,14000,7.5,1,0,0,0,0,0,0,0,0,1,0,0
1012,59,100,65,730,1000,19118247,19829,6171,94,40000000,923,5.4,1,0,0,0,0,0,0,1,0,0,0,0
1013,236,114,174,655,14000,26442251,76010,16992,205,50000000,988,6.6,1,0,0,0,0,0,0,0,0,1,0,0
1014,356,96,0,509,10000,17114882,189249,17211,398,25000000,6000,7.7,1,0,0,0,0,0,0,0,0,1,0,0
1015,120,110,134,795,23000,18472363,63599,25049,208,50000000,1000,5.8,1,0,0,0,0,0,0,1,0,0,0,0
1017,208,102,234,11000,20000,21557240,85237,45202,274,49900000,11000,5.6,1,0,0,0,0,0,0,0,0,1,0,0
1018,174,84,260,692,6000,21283440,46239,8018,137,55000000,694,6,1,0,0,0,0,0,0,1,0,0,0,0
1019,59,115,333,317,972,10556196,16562,2606,73,50000000,713,6.2,1,0,0,0,0,0,0,1,0,0,0,0
1020,22,99,32,479,1000,16671505,33186,2949,78,50000000,619,5.9,1,0,0,0,0,0,1,0,0,0,0,0
1021,34,135,596,2000,10000,10400000,12037,15820,90,50000000,3000,5.1,1,0,0,0,0,0,0,0,0,1,0,0
1022,214,108,218,405,6000,9528092,38513,10191,127,22000000,3000,6.8,1,0,0,0,0,0,0,1,0,0,0,0
1025,50,107,607,602,2000,9795017,9227,5461,70,50000000,979,5.1,1,0,0,0,0,0,0,0,0,1,0,0
1026,180,95,83,1000,18000,20488579,113483,29926,245,50000000,8000,5.8,1,0,0,0,0,0,0,0,0,1,0,0
1027,231,124,98,592,1000,19445217,67796,3580,258,60000000,852,6.2,1,0,0,0,0,0,0,1,0,0,0,0
1029,226,102,0,1000,14000,28837115,34964,24107,150,50000000,8000,4.8,1,0,0,0,0,0,0,1,0,0,0,0
1030,75,88,5,338,11000,6471394,15880,11972,93,50000000,387,4.9,1,0,0,0,0,0,0,1,0,0,0,0
1031,82,87,0,591,2000,6291602,8070,3954,91,50000000,602,5.6,1,0,0,0,0,0,0,0,0,1,0,0
1032,296,104,71,982,12000,10706786,81800,16481,211,50000000,2000,5.5,1,0,0,0,0,0,0,0,0,1,0,0
1034,98,85,70,848,26000,43905746,77684,32831,294,49000000,5000,5.9,1,0,0,0,0,0,0,1,0,0,0,0
